session_id,target
1,0.002210159606618162
2,4.810848985343964e-09
3,1.872416184553318e-08
4,2.3551909992357317e-08
5,3.130405196861864e-05
6,0.00021846585073765314
7,0.000547947147628853
8,0.0001322714834573591
9,0.0007952174694232738
10,0.10313145242014828
11,3.0364279291269144e-05
12,8.643626753803526e-05
13,0.00043757541034961155
14,0.3577080801802675
15,5.0195475852794366e-05
16,0.004009099983834231
17,0.015203292453406252
18,3.193558645106932e-05
19,0.0009341526150288776
20,2.729264933685294e-07
21,0.06232465905564802
22,5.5534474388187224e-08
23,2.8665621790417654e-05
24,0.0003385951409871074
25,0.07177280011279574
26,4.6005423878214826e-09
27,0.000627764530476942
28,3.691879578357916e-07
29,0.014569232181480565
30,0.00011073026115162244
31,0.013675844637642485
32,0.04383465708397688
33,0.0006207348343886735
34,9.342861847281906e-08
35,0.013392883484898104
36,0.00032653280537313443
37,6.20121671858902e-09
38,1.3754227813636193e-08
39,0.00011073026115162244
40,2.9998634012363765e-05
41,0.00044251830414386307
42,0.00125798581927885
43,1.872088430742165e-06
44,1.4063802708347612e-05
45,0.24340489620686923
46,8.72981597905427e-06
47,0.009251956560524268
48,0.0005912719579701455
49,2.5100567995040382e-05
50,9.503825722700332e-06
51,1.2410086213944188e-07
52,6.010245771638479e-06
53,0.03573144878188039
54,0.0001032341411630385
55,6.149573378887465e-06
56,0.0018048721852532833
57,1.177753372164402e-06
58,1.545654225200316e-05
59,1.587517618949261e-05
60,6.634400174058589e-06
61,9.051759761402698e-06
62,0.0013676939134295873
63,1.5023103159141358e-05
64,3.2163919831670234e-05
65,7.061094271473664e-06
66,1.1960899184430763e-07
67,0.0001960253470407808
68,0.00015697739583251524
69,0.09147802245029878
70,0.00014672873833941507
71,0.00027193664932476504
72,1.587517618949261e-05
73,0.030191076528774636
74,4.810848985343964e-09
75,2.8875742708861996e-05
76,0.0003599891003441751
77,0.00017105183669615005
78,0.001525795854620115
79,7.2640219439224705e-06
80,0.00012248252994355758
81,2.360691760927408e-05
82,3.9121002547485166e-05
83,3.734667122093294e-08
84,0.24978811655145017
85,1.363459803326065e-05
86,6.21331955003142e-07
87,0.0011987276046964814
88,0.0005863690539470243
89,0.0003145754074364174
90,0.018068172145306156
91,0.0001307048034773714
92,9.61650025781803e-06
93,0.03281095340540144
94,0.0008489643450795354
95,0.03878373777888829
96,3.386969930410452e-08
97,9.713345934364491e-05
98,6.852276485844907e-05
99,2.182231487684134e-05
100,0.0001011180881657953
101,0.0005104036083720479
102,0.07067035995124872
103,0.0022696365762943844
104,0.0023880049913416186
105,3.736129532489885e-06
106,0.00027823732004520505
107,0.0003326936015666965
108,1.9316328528465225e-05
109,1.8135405293613152e-05
110,9.305968890630748e-05
111,0.00014645853359874166
112,2.576100221832734e-07
113,0.01539286957774188
114,6.679751355763272e-06
115,0.00013020614573967996
116,0.000812969338783273
117,0.0014485566194913627
118,0.0044082450214476075
119,0.009803765140147537
120,0.00014703036683069663
121,3.891125766746722e-05
122,0.00011073026115162244
123,0.00028367353511919084
124,2.3091334147227933e-05
125,0.0016321179799812353
126,4.5701521910978205e-07
127,5.226235964120723e-09
128,0.000354687677535915
129,0.0030232945085042475
130,0.0012018393366556254
131,0.013168943539425269
132,0.000547947147628853
133,0.0008454504149695579
134,1.5120385927284758e-06
135,6.035516309526911e-06
136,3.2163919831670234e-05
137,0.0003221995424698627
138,0.0016288371740970059
139,8.236265248711685e-07
140,0.0005440500646868031
141,3.2398659984141284e-09
142,0.0003022752865238116
143,0.0002981705402373616
144,0.0007739046038989244
145,4.810848985343964e-09
146,0.011464711561767869
147,0.00036659458560969814
148,0.0005002386094808953
149,0.00038876595024599057
150,0.0611682606448151
151,6.867103445270431e-06
152,0.029659916704585815
153,0.0016345354403781123
154,0.0025935817962880236
155,1.561294703634655e-05
156,7.601502700530542e-05
157,7.627917945964522e-05
158,3.2163919831670234e-05
159,1.4051316907442452e-06
160,0.00011073026115162244
161,0.0011891516531526067
162,5.237261118906819e-05
163,0.0001241637222321015
164,0.001018166851378444
165,6.558923907262378e-08
166,2.23908412605524e-05
167,0.0036713991524153495
168,0.00038876595024599057
169,0.00039245017730066056
170,0.00020970683334581847
171,0.0007316920093933107
172,0.00014095801668025627
173,5.461577981143843e-05
174,0.00020265293886296878
175,0.13206740021781735
176,0.0005838294107779764
177,0.005363935684325669
178,2.2696480770545158e-07
179,2.066533999560587e-05
180,0.00010135290991491088
181,0.0007111777531495514
182,0.052273715520126426
183,0.00012975940786670408
184,7.351970613723616e-06
185,0.0002489197531700057
186,3.4206966118121624e-05
187,1.9510083912104484e-06
188,8.759117600832198e-07
189,0.001020439965431344
190,1.2430342265760053e-05
191,0.00032061900625821407
192,0.00035616425912899253
193,0.0006429422984757982
194,0.029445885609879437
195,0.0003302911830773656
196,3.5238951745805552e-09
197,0.0002305573755503354
198,0.0013926409825527142
199,0.0044306582398264205
200,8.141417803945192e-06
201,8.72981597905427e-06
202,0.022756814964624877
203,4.5701521910978205e-07
204,0.0020706148400280165
205,0.0019663363795744807
206,7.231167293325727e-10
207,3.11407935110184e-05
208,0.05696929128376377
209,1.0599872135157153e-05
210,0.001771840926477585
211,0.00034752311304759264
212,0.008579036513725203
213,3.866540182472036e-05
214,0.01806858016610086
215,0.055407550721511226
216,0.0014599670768439294
217,0.022132805376910612
218,0.00039245017730066056
219,0.004708409870866118
220,0.0003848608101102796
221,0.0005673946322908112
222,0.00032521196479414713
223,0.016077985872819858
224,0.00039245017730066056
225,0.031205041261910146
226,0.0029193565472411856
227,0.0004358226931389215
228,2.3921557462664985e-05
229,9.781680083651678e-05
230,0.0003122319875810616
231,1.993864623889732e-06
232,9.045342970923928e-05
233,3.1989424905885143e-05
234,0.004687261261914333
235,2.0656655084010088e-05
236,0.004189729420143415
237,0.000403535073288373
238,0.0003985082718896322
239,0.00011073026115162244
240,0.0028244539895627943
241,7.351970613723616e-06
242,6.07686086200084e-08
243,1.958563828470477e-08
244,6.421879230036141e-05
245,4.665021915575875e-05
246,1.5166768359463528e-06
247,0.04447094748904409
248,9.656938904397033e-05
249,1.9751733723853256e-06
250,8.14114795698017e-05
251,0.07863414085590405
252,0.00015849964524937828
253,2.98051029562694e-05
254,0.031205041261910146
255,6.835518911030358e-05
256,1.005820174641396e-09
257,0.002411143534444157
258,0.003927086019002692
259,0.001216851206329451
260,0.02643329630206025
261,3.771220567043615e-05
262,0.05696929128376377
263,6.411154392642542e-05
264,0.00038876595024599057
265,0.0006620334944935303
266,1.6939162181847431e-06
267,5.704624227140974e-13
268,1.1113359450389389e-05
269,0.00022384447146470832
270,9.935919049262384e-05
271,1.4153627197511063e-05
272,0.00042296594196200555
273,2.6620641915807794e-05
274,0.0007833593456528983
275,0.0015707560970319235
276,4.090044826014587e-08
277,0.00036699686192775613
278,0.009329209046386582
279,9.942839861830412e-06
280,0.0007162459792153563
281,7.866523177928591e-06
282,0.0003895702845228097
283,0.0005766250901207324
284,4.8636421178084545e-06
285,3.8285487472130556e-05
286,7.707572273802154e-10
287,0.00032356779107316544
288,1.6373536639368931e-06
289,0.0001925445479654371
290,7.061094271473664e-06
291,0.0641648423320813
292,0.00034492314734962877
293,0.0013098384197888456
294,3.023231655339773e-05
295,8.279976992459933e-05
296,8.910465300822438e-05
297,5.514038903009681e-05
