url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42514693979926954
https://habrahabr.ru/company/plesk/blog/313732/,-1.0754102767439724
https://habrahabr.ru/company/etagi/blog/314000/,0.6620341930586151
https://habrahabr.ru/company/knopka/blog/314030/,0.517697704877244
https://geektimes.ru/company/audiomania/blog/282058/,1.1470820499795122
https://habrahabr.ru/company/pechkin/blog/314066/,0.2689985015358773
https://habrahabr.ru/company/first/blog/314106/,0.5398400854684956
https://habrahabr.ru/company/vasexperts/blog/313558/,0.2411627413192673
https://habrahabr.ru/post/314108/,1.6609586257198443
https://habrahabr.ru/company/cbs/blog/313830/,0.24637185423529212
https://habrahabr.ru/company/jugru/blog/313908/,0.22430593605458915
https://habrahabr.ru/post/314110/,0.362322472005558
https://habrahabr.ru/company/pt/blog/314112/,0.017470797484231256
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.0721241908954528
https://habrahabr.ru/post/314114/,0.7947413710307434
https://habrahabr.ru/post/314118/,1.3175716963651314
https://habrahabr.ru/post/314122/,0.5188532649347756
https://geektimes.ru/company/dadget/blog/281786/,0.1303200061684997
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44359521695440063
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11011533603623765
https://habrahabr.ru/company/1cloud/blog/314022/,-0.2469884296470486
https://habrahabr.ru/post/314126/,-0.6544110910910317
https://habrahabr.ru/post/313966/,0.4441549882107097
https://habrahabr.ru/company/piter/blog/314120/,0.46066855401585066
https://geektimes.ru/post/282094/,0.14491291906311654
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33804492780191076
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36856586712910744
https://habrahabr.ru/post/314028/,0.656310223377361
https://habrahabr.ru/post/314136/,-0.14983944241667763
https://habrahabr.ru/post/313904/,0.29360172381848476
https://habrahabr.ru/post/314140/,0.5862642701331495
https://habrahabr.ru/company/acronis/blog/309688/,8.976551814174338e-05
https://geektimes.ru/post/282096/,-0.4088167426450458
https://habrahabr.ru/post/314142/,0.060341621186352556
https://habrahabr.ru/company/ivideon/blog/314138/,0.19392219608290584
https://geektimes.ru/post/282104/,0.3336150653643655
https://geektimes.ru/post/282102/,-0.29667286080313376
https://geektimes.ru/post/282016/,-0.06591022124806088
https://geektimes.ru/company/piter/blog/282106/,0.32514127703528534
https://habrahabr.ru/post/314150/,0.2802096582853421
https://habrahabr.ru/company/mailru/blog/313880/,1.2688669231604275
https://geektimes.ru/company/comfortway/blog/282108/,-0.09503430592663313
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1819775987191794
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.30284193873027326
https://habrahabr.ru/company/npl/blog/314160/,0.08501225242475544
https://habrahabr.ru/company/edison/blog/314094/,-0.22415490011651718
https://geektimes.ru/post/282112/,-0.5169538541734803
https://habrahabr.ru/company/ruvds/blog/314166/,0.4328481599645803
https://geektimes.ru/company/gearbest/blog/282114/,0.058911909071257144
https://habrahabr.ru/post/314172/,0.8725618204152964
https://geektimes.ru/post/282116/,0.47334435811277936
https://geektimes.ru/company/intel/blog/282026/,0.19445215533661625
https://habrahabr.ru/post/313776/,1.7748521252060918
https://habrahabr.ru/post/314174/,0.2403449922256366
https://geektimes.ru/post/282118/,1.1061107524837925
https://geektimes.ru/post/282122/,0.5822129560598776
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.4787642469181786
https://habrahabr.ru/post/314180/,0.5582961519943475
https://geektimes.ru/post/282446/,0.4346714748330357
https://habrahabr.ru/post/314184/,1.0129642328410662
https://habrahabr.ru/post/313954/,-0.6463009007740127
https://habrahabr.ru/post/314186/,0.7906281780192244
https://geektimes.ru/post/282124/,-0.42938925186663146
https://habrahabr.ru/post/314190/,-1.1564980396759423
https://geektimes.ru/company/madrobots/blog/282126/,0.5822827854781496
https://habrahabr.ru/post/314188/,-0.03651921226517997
https://geektimes.ru/post/282128/,0.5222917926861048
https://habrahabr.ru/post/314194/,0.47505798979763453
https://geektimes.ru/post/282132/,-1.0032930700318634
https://habrahabr.ru/post/314208/,0.31325733736497186
https://habrahabr.ru/post/312352/,0.016383273370483946
https://habrahabr.ru/post/314202/,0.1274724230598635
https://habrahabr.ru/post/314210/,1.16870619064335
https://geektimes.ru/post/282130/,0.522210204199579
https://habrahabr.ru/company/centosadmin/blog/314212/,0.03209346494270546
